Project ID,Specimen ID,T type class,T type sub-class,T type,T type assignment probability,MET type,Cortical layer,Genotype,Electrophysiology available,M/E/T available,Morphology available,Transcriptomics available,Adaptation,Avg ISI,Fast trough V (long square) (millivolts),Fast trough V (ramp) (millivolts),Fast trough V (short square) (millivolts),F I curve slope,Latency,Peak V (long square) (millivolts),Peak V (ramp) (millivolts),Peak V (short square) (millivolts),sag,tau,Threshold I (long square) (picoamps),Threshold I (ramp) (picoamps),Threshold I (short square) (picoamps),Threshold V (long square) (millivolts),Threshold V (ramp) (millivolts),Threshold V (short square) (millivolts),Trough V (long square) (millivolts),Trough V (ramp) (millivolts),Trough V (short square) (millivolts),Upstroke/downstroke ratio (long square),Upstroke/downstroke ratio (ramp),Upstroke/downstroke ratio (short square),Vrest (millivolts),Age (postnatal days),Anatomical Structure,Apical Dendrite Status,Brain hemisphere,Dendrite type (aspiny or sparsely spiny),Fluorescent protein positive,Neuron Reconstruction Type,Sex,Axon Bias X (millimeters),Axon Bias Y (millimeters),Axon Contraction,Axon Emd With Basal Dendrite,Axon Extent X (millimeters),Axon Extent Y (millimeters),Axon Hist Pc 0,Axon Hist Pc 1,Axon Hist Pc 2,Axon Hist Pc 3,Axon Hist Pc 4,Axon Max Branch Order,Axon Max Euclidean Distance (millimeters),Axon Max Path Distance (millimeters),Axon Num Branches,Axon Pct Above Basal Dendrite,Axon Pct Below Basal Dendrite,Axon Pct Intersect Basal Dendrite,Axon Soma Distance (millimeters),Axon Soma Percentile X,Axon Soma Percentile Y,Axon Soma Theta,Axon Total Length (millimeters),Basal Dendrite Bias X (millimeters),Basal Dendrite Bias Y (millimeters),Basal Dendrite Contraction,Basal Dendrite Extent X (millimeters),Basal Dendrite Extent Y (millimeters),Basal Dendrite Max Branch Order,Basal Dendrite Max Euclidean Distance (millimeters),Basal Dendrite Max Path Distance (millimeters),Basal Dendrite Num Branches,Basal Dendrite Num Stems,Basal Dendrite Pct Above Axon,Basal Dendrite Pct Below Axon,Basal Dendrite Pct Intersect Axon,Basal Dendrite Soma Percentile X,Basal Dendrite Soma Percentile Y,Basal Dendrite Stem Exit Down,Basal Dendrite Stem Exit Side Less,Basal Dendrite Stem Exit Side More,Basal Dendrite Stem Exit Up,Basal Dendrite Total Length (millimeters),Normalized Soma Depth,Cell set accession ID,T type class assignment probability,T type sub-class assignment probability
1HEYEW7GMUKWIQW37BO,873712332,MGE interneuron,Sst interneuron,Sst Rxfp1 Prdm8,1,,6a,Sst-IRES-Cre/wt;Ai14(RCL-tdT)/wt,1,0,0,1,0.086654978818092,73.09,-47.0687522888184,-40.4479179382324,-47.0085906982422,0.099999988555909,0.0494,35.1625022888184,37.0125007629395,37.36328125,0.042509868741036,15.980459163675,119.999992370605,256,1030,-30.4187507629394,-16.0395832061768,-33.3984413146973,-47.1312522888184,-40.5270843505859,-70.8898468017578,1.98547763102528,1.51209634873071,1.8901100811857,-71.1611839294433,57,VISp,,right,,positive,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CS180626100049,1,1
1HEYEW7GMUKWIQW37BO,837127659,MGE interneuron,Pvalb interneuron,Pvalb Reln Itm2a,1,,4,Pvalb-IRES-Cre/wt;Ai14(RCL-tdT)/wt,1,0,0,1,0.001496639451182,12.5106329113924,-51.7437477111816,-46.0854187011719,-55.9125022888184,0.625,0.00822,13.6750001907349,4.21250009536743,13.4562501907349,0.014916086569429,6.15713546496846,300,290.5,580,-31.5312519073486,-25.4125003814697,-42.3312530517578,-51.8500022888184,-46.4479179382324,-71.9437561035156,1.62313860988288,1.32016135780789,1.87708211133239,-72.3680702209473,56,VISam,,left,,positive,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CS180626100058,1,1
1HEYEW7GMUKWIQW37BO,714755043,CGE interneuron,Sncg interneuron,Sncg Vip Nptx2,0.92,Sncg-MET-1,5,Htr3a-Cre_NO152/wt;Ai14(RCL-tdT)/wt,1,1,1,1,0.276111685625654,9.66999999999996,-33.3125038146973,-23.1979160308838,-32.6484375,0.038571428571429,0.02906,61.9062538146973,52.5729179382324,63.203125,0.15251088142395,23.1623713798871,100,196.125,800,-18.21875,7.94728620689966E-08,-16.96875,-33.34375,-23.2604160308838,-61.7187538146973,2.30669329152154,1.64910061186158,2.11369134889049,-60.5872203826904,55,VISp,0,left,aspiny,positive,full,M,0.07608726951,0.02159396773,0.828949234,14.59690922,0.4605211669,0.258803507,-704.7399319,-18.76169481,319.5698273,74.10294787,-301.4620801,17,0.2864344075,0.8175429827,133,0,0,1,0,0.311671655,0.825352715,0.604660275,6.699591121,0.0961113729,0.01436523891,0.834289376,0.2838773689,0.3591120737,5,0.2178236955,0.3008299428,39,3,0.135830073,0.025153717,0.83901621,0.275013974,0.419787591,0,0,0.333333333,0.666666667,2.522125769,0.723233521,CS180626100009,1,1
1HEYEW7GMUKWIQW37BO,934763366,MGE interneuron,Sst interneuron,Sst Mme Fam114a1,0.3,,6a,Oxtr-T2A-Cre/wt;Ai14(RCL-tdT)/wt,1,0,0,1,0.0395545622503404,63.5133333333333,-63.09375,-62.0604133605957,-66.7999954223633,0.408510622318388,0.04322,21.7062492370605,19.8354187011719,20.7250003814697,0.0796511396765709,12.5932414388123,110,139.45832824707,560,-45.3562507629395,-40.5854148864746,-51.5499992370605,-63.1375007629395,-62.1354179382324,-75.9625091552734,1.68607762120208,1.54148304722012,1.72481404615096,-76.3540267944336,55,VISp,,right,aspiny,positive,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CS180626100031,1,1
1HEYEW7GMUKWIQW37BO,658012080,MGE interneuron,Sst interneuron,Sst Crhr2 Efemp1,0.66,Sst-MET-12,6a,Tac1-IRES2-Cre/wt;Sst-IRES-FlpO/wt;Ai65(RCFL-tdT)/wt,1,1,1,1,,50.7599999999999,-54.5000038146973,,-55.9375,0.302430872987433,0.03274,27.59375,,23.2916660308838,0.024377714842558,15.9319069690462,119.999992370605,,690,-35.03125,,-47.5833320617676,-54.5312538146973,,-71.9166641235352,1.83022040882946,,1.78408941287972,-70.8910501268175,53,VISp,0,left,aspiny,positive,full,F,0.1353558706,0.1111872974,0.855302369,10.75365595,0.6907280796,0.4540903021,-1254.649974,-187.9367281,910.0701792,506.0151452,243.1272108,22,0.4190061876,0.7601210957,305,0.119571633,0,0.880428367,0,0.437810945,0.306096635,0.094073959,16.75815925,0.05270464657,0.1228330659,0.879780597,0.2995380069,0.3574866228,5,0.2612738243,0.3389127822,47,5,0,0.036472946,0.963527054,0.373547094,0.580761523,0.4,0,0.4,0.2,3.65687653,0.825191802,CS180626100044,1,1
1HEYEW7GMUKWIQW37BO,663193112,MGE interneuron,Pvalb interneuron,Pvalb Gpr149 Islr,1,Pvalb-MET-3,5,Pvalb-IRES-Cre/wt;Ai14(RCL-tdT)/wt,1,1,1,1,0.001245086096026,8.4951724137931,-64.75,-51.3125038146973,-64.8645858764648,0.897142830657958,0.0043,14.9375,-16.3750019073486,14.5833330154419,0.024914737790823,11.6590103593048,119.999992370605,182.5,200,-46.09375,-34.84375,-54.1770820617676,-64.7812576293945,-51.3125038146973,-64.9166641235352,1.49916128361103,0.856214203843036,1.54541849156002,-63.0930082533095,43,VISp,0,right,aspiny,positive,full,M,0.1417512105,0.2918219004,0.881166664,14.24478411,0.6566409008,0.3901430585,-345.3403576,-20.56813118,-692.1784978,-499.4193389,-63.70014024,14,0.4014639635,0.6549297295,213,0.37566393,0,0.62433607,0,0.304683728,0.017061001,0.363642852,9.268986956,0.07526380067,0.07782769493,0.875784784,0.3082468999,0.1784460291,4,0.2539655256,0.3128359028,34,6,0,0.0006035,0.9993965,0.243210622,0.18044659,0.166666667,0.333333333,0.333333333,0.166666667,2.454356762,0.644408491,CS180626100056,1,1
1HEYEW7GMUKWIQW37BO,718474941,MGE interneuron,Pvalb interneuron,Pvalb Reln Tac1,0.48,,5,Sst-IRES-Cre/wt;Ai14(RCL-tdT)/wt,1,0,0,1,0.00111321101886894,15.5539682539683,-55.59375,-56.5546913146973,-61.8437538146973,0.942241379310345,0.01268,19.03125,18.3515636920929,32.2500038146973,0.0116431545466185,7.38066264397033,360,324.5,710,-29.0000019073486,-35.8906264305115,-44.34375,-55.7187538146973,-60.0546903610229,-75.2812576293945,1.27640822424681,1.26378616601342,1.49998804931718,-75.5469301011827,51,VISpm,,left,aspiny,positive,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CS180626100057,1,1
1HEYEW7GMUKWIQW37BO,723968079,MGE interneuron,Sst interneuron,Sst Hpse Sema3c,1,,5,Npr3-IRES2-Cre/wt;Sst-IRES-FlpO/wt;Ai65(RCFL-tdT)/wt,1,0,0,1,0.079669876764068,70.6309090909091,-56.2500038146973,-55.8906288146973,-57.6458396911621,0.204999997963224,0.0186,35.5312538146973,33.0937538146973,35.3541679382324,0.010124291293323,25.4800711969094,29.9999980926514,31.875,260,-43.0312538146973,-42.21875,-43.3229179382324,-56.3437538146973,-55.9687538146973,-64.96875,1.9540018453198,1.97376360807382,1.98840878406169,-64.1188034057617,55,VISpm,,left,,positive,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CS180626100042,1,1
1HEYEW7GMUKWIQW37BO,760988294,CGE interneuron,Sncg interneuron,Sncg Vip Nptx2,0.66,,2/3,Cck-IRES-Cre/wt;Vip-IRES-FlpO/wt;Ai65(RCFL-tdT)/wt,1,0,0,1,,18.1399999999999,-32.46875,-17.9770832061768,-40.3412525177002,0.183610455410568,0.10406,32.5000038146973,50.3875007629395,-9.00052165985107,0.036607395857573,18.9810885523075,80,132.29167175293,680,-27.6875019073486,-9.01875019073486,-56.2447929382324,-32.6000022888184,-22.0749988555908,-61.9562522888184,3.14026944025759,3.13387037501858,2.13663168821484,-62.5008699629042,55,VISp,,right,,positive,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CS180626100009,1,1
1HEYEW7GMUKWIQW37BO,827447865,CGE interneuron,Lamp5 interneuron,Lamp5 Plch2 Dock5,0.72,Lamp5-MET-1,2/3,Ndnf-IRES2-dgCre/wt;Slc32a1-IRES2-FlpO/wt;Ai65(RCFL-tdT)/wt,1,1,1,1,0.0041692650745,51.9911111111111,-50.9812545776367,-49.4249992370605,-60.3968811035156,0.39051721935748,0.03972,21.6250019073486,20.5645847320557,15.8968753814697,0.02985211648047,8.27978715123515,110,113.625,489.999969482422,-32.4124984741211,-32.0187530517578,-36.4546890258789,-53.9562530517578,-51.7458343505859,-71.0109405517578,3.1762479577731,2.99465487105978,2.28626353881192,-71.2047396573153,59,VISl,0,right,aspiny,positive,full,F,0.06671187833,0.1067637979,0.798974045,11.19560999,0.4248000015,0.5866752094,786.188159,-735.1068366,-962.950372,977.8098456,84.19736677,22,0.3719440717,0.7842890009,527,0.141938277,0.142185664,0.715876059,0,0.484074463,0.685138227,0.492452498,27.33824574,0.06507372836,0.03277652524,0.818800744,0.1747577556,0.1689368154,6,0.182925209,0.2551255522,59,5,0,0,1,0.36485623,0.50798722,0.2,0,0.2,0.6,2.522022489,0.321378319,CS180626100005,1,1
1HEYEW7GMUKWIQW37BO,689797731,MGE interneuron,Pvalb interneuron,Pvalb Gabrg1,1,,5,Th-P2A-FlpO/wt;Ai65F/wt,1,0,0,1,0.000480789639229,10.010101010101,-66.09375,-51.2500038146973,-68.125,1.88863636363636,0.0059,23.65625,-10.75,26.046875,0.167273178696632,9.0907902663789,70,188.625,160,-42.125,-30.2187519073486,-45.734375,-66.3437576293945,-51.3437538146973,-68.390625,1.23086371711829,0.770482232897405,1.25430705040247,-66.5192999406294,55,VISp,,right,,positive,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CS180626100051,1,1
1HEYEW7GMUKWIQW37BO,851816011,MGE interneuron,Pvalb interneuron,Pvalb Sema3e Kank4,0.78,,6a,Chrna2-Cre_OE25/wt;Pvalb-T2A-FlpO/wt;Ai65(RCFL-tdT)/wt,1,0,0,1,-0.014559897140668,12.3575,-58.7312545776367,-54.4520874023438,-60.0249977111816,0.652586206896552,0.00636,28.5749988555908,23.7166690826416,29.0187511444092,0.013797084800899,6.12578077281999,300,297.875,499.999969482422,-41.1812515258789,-29.3187503814697,-44.3999977111816,-58.7999992370605,-54.5166664123535,-71.3937530517578,1.31310211692506,1.17404790804454,1.30713092817579,-71.5005583329634,51,VISp,,left,,positive,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CS180626100055,1,1
1HEYEW7GMUKWIQW37BO,805548626,MGE interneuron,Sst interneuron,Sst Crhr2 Efemp1,0.77,,6a,Gad2-IRES-Cre/wt;Ai14(RCL-tdT)/wt,1,0,0,1,0.091193031375826,95.446,-47.8624992370605,-47.71875,-52.2000045776367,0.275,0.04362,32.9562492370606,33.1270866394043,31.7750015258789,0.053737260401249,21.0690488442468,130,139.04167175293,750,-36.0499992370605,-34.65625,-35.5312538146973,-48.1124992370606,-47.8625030517578,-72.8125076293945,2.76589073929259,2.65596381804014,2.42707233153152,-72.8632111982866,61,VISp,,left,,positive,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CS180626100044,1,1
1HEYEW7GMUKWIQW37BO,764464218,CGE interneuron,Lamp5 interneuron,Lamp5 Ntn1 Npy2r,1,,1,Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt,1,0,0,1,,,-47.8750038146973,-34.8812510172526,-57.4875030517578,0.255,0.00876,2.07500028610229,-2.22500014305115,0.59375,0.211436420679092,14.5355506914465,140,231.875,430,-39.9812545776367,-25.4458332061768,-38.34375,-48.0562477111816,-35.3645858764648,-64.1812477111816,2.31743929092447,2.5067199468081,2.28920060773196,-63.1991167068481,57,VISpm,,right,,positive,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CS180626100004,1,1
1HEYEW7GMUKWIQW37BO,754697892,MGE interneuron,Sst interneuron,Sst Rxfp1 Prdm8,0.99,,6a,Sst-IRES-Cre/wt;Ai14(RCL-tdT)/wt,1,0,0,1,,34.44,-57.9500045776367,-56.1708374023438,-59.75,0.050000007629391,0.02646,33.7250022888184,19.5770816802979,34.1125030517578,0.03420452028513,8.20709909365944,200,295.708312988281,830,-39.1937484741211,-27.5812473297119,-46.0812530517578,-58.1187477111816,-56.4125061035156,-79.2312469482422,2.0157287915743,1.45052292798323,2.01347424339409,-78.968900680542,55,VISpm,,left,,positive,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CS180626100049,1,0.99
1HEYEW7GMUKWIQW37BO,761839210,MGE interneuron,Pvalb interneuron,Pvalb Sema3e Kank4,0.63,,6a,Pvalb-IRES-Cre/wt;Ai14(RCL-tdT)/wt,1,0,0,1,0.003626475139505,6.92,-57.4937515258789,-53.3229179382324,-58.8312530517578,0.650467289719627,0.00516,16.0687503814697,9.01249980926514,16.6968765258789,0.127927571535111,13.5415043832761,370,271.875,530,-39.5125045776367,-29.716667175293,-45.0093765258789,-57.5437545776367,-53.3875007629395,-68.8406219482422,1.40869257519923,1.16652795362029,1.50229907212833,-69.1973447799683,55,VISp,,left,,positive,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CS180626100055,1,1
1HEYEW7GMUKWIQW37BO,808875776,MGE interneuron,Sst interneuron,Sst Hpse Sema3c,1,Sst-MET-7,5,Sst-IRES-Cre/wt;Ai14(RCL-tdT)/wt,1,1,1,1,,,-55.3375015258789,-54.6958351135254,-56.4812545776367,0.0570219980395319,0.0731000000000001,31.1187515258789,29.2333316802979,30.3500022888184,0.0295092593878508,21.0963340478628,10,16.4166660308838,119.999992370605,-46.3875045776367,-45.3145866394043,-47.8187484741211,-56.5312538146973,-55.9333381652832,-57.9812545776367,2.32880095950794,2.30602914393137,2.34648285042069,-55.4531032017299,54,VISp,0.0,left,aspiny,positive,full,M,0.1061509168,0.2001655913,0.841442292,13.43646893,0.3408892673,0.5938042059,-305.6075383,-30.01169181,-891.5742506,-521.3295475,206.6105401,32,0.4463403986,0.8390859045,387,0.060727841,0,0.939272159,0.1419137458,0.374637196,0.222929225,0.115261192,11.55941699,0.04728709523,0.05268883379,0.87398884,0.2118207247,0.4478311604,6,0.2617401905,0.3087814097,39,5,0,0.034575905,0.965424095,0.28363047,0.588330632,0.4,0,0,0.6,2.391990477,0.553257928,CS180626100042,1,1
1HEYEW7GMUKWIQW37BO,913924619,CGE interneuron,Sncg interneuron,Sncg Vip Nptx2,0.91,,2/3,Sncg-IRES2-FlpO-neo/wt;Ai65F/wt,1,0,0,1,0.267464346649418,73.3114285714286,-26.1625022888184,-22.9479160308838,-28.0041656494141,0.149137926147043,0.02378,23.3625011444092,32.2458343505859,23.78125,0.013753631152213,38.6533948782679,50,62,410,-25.9875011444092,-17.0458354949951,-23.9187488555908,-26.2062511444092,-27.5416660308838,-28.0708332061768,3.18836049732109,3.41741795860402,2.72985252754531,-59.9311807805842,58,VISp,,right,,positive,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CS180626100009,1,0.99
1HEYEW7GMUKWIQW37BO,754834825,MGE interneuron,Sst interneuron,Sst Calb2 Pdlim5,0.69,,4,Sst-IRES-Cre/wt;Ai14(RCL-tdT)/wt,1,0,0,1,,,-38.1437492370605,-36.4208335876465,-43.3625008719308,0.072549023501737,0.08018,7.84375047683716,7.90625,25.3535709381104,0.17042763531208,36.376035889927,59.9999961853027,75.0833358764649,890,-30.8562507629394,-28.5791683197021,-9.93214225769043,-41.4625015258789,-39.8562507629394,-61.8946418762207,2.6341484091886,2.71775932057377,1.86656979524278,-60.9850604534149,55,VISam,,right,,positive,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CS180626100035,1,1
